76.84739,0,0,0
93.96909,0,0,0
70.63559,0,0,0
54.34265,0,0,0
101.6913,0,0,0
63.62399,0,0,0
93.59428,0,0,0
122.4232,0,0,0
126.8339,0,0,0
105.1711,0,0,0
71.54093,0,0,0
80.04883,0,0,0
82.1136,0,0,0
123.3088,0,0,0
101.4184,0,0,0
131.9267,0,0,0
140.0096,0,0,0
129.4867,0,0,0
87.91582,0,0,0
114.7624,0,0,0
117.5913,0,0,0
99.77381,0,0,0
63.60838,0,0,0
115.7463,0,0,0
183.7616,0,0,0
162.6026,0,0,0
173.7883,0,0,0
114.6405,0,0,0
176.923,0,0,0
197.7687,0,0,0
94.6586,40.96414,0,0
135.4856,0,0,0
103.3587,0,0,0
67.83459,0,0,0
182.7652,0,0,0
143.5552,0,0,0
197.5287,0,0,0
151.9992,0,0,0
200.0267,0,0,0
102.4298,0,0,0
157.1459,0,0,0
133.7507,82.58164,0,0
182.7202,0,0,0
169.4417,0,0,0
142.0815,0,0,0
243.5211,0,0,0
181.9355,0,0,0
75.15224,0,0,0
158.5386,0,0,0
124.4145,0,0,0
199.2497,0,0,0
219.0095,0,0,0
143.0124,0,0,0
220.3103,0,0,0
197.8087,0,0,0
206.2742,0,0,0
154.0614,0,0,0
216.0747,0,0,0
199.4259,0,0,0
93.44232,0,0,0
63.42436,0,0,0
238.4321,0,0,0
289.6564,0,0,0
59.21165,0,0,0
139.1806,0,0,0
264.7057,0,0,0
203.208,0,0,0
133.9479,0,0,0
111.7551,0,0,0
182.3539,0,0,0
158.4369,0,0,0
250.2641,0,0,0
115.8285,0,0,0
191.2581,0,0,0
144.22,0,0,0
315.9406,18.31979,0,0
187.1985,0,0,0
252.5784,0,0,0
247.4065,0,0,0
152.5053,0,0,0
147.0741,0,0,0
43.78186,0,0,0
209.49,0,0,0
172.5915,0,0,0
104.6944,0,0,0
160.8926,0,0,0
154.1615,0,0,0
151.8382,0,0,0
265.013,0,0,0
343.6997,0,0,0
369.8819,0,0,0
241.4099,0,0,0
107.8683,0,0,0
273.3781,75.69469,11.20805,15.80867
118.9455,0,0,0
280.9687,0,0,0
108.7347,0,0,0
283.2039,42.01889,0,0
328.05,0,0,0
272.2996,0,0,0
42.67724,0,0,0
270.4176,0,0,0
357.7509,31.51534,0,0
409.5478,0,0,0
200.0232,0,0,0
289.9899,144.6698,0,0
132.2262,0,0,0
262.2663,2.036878,0,0
149.9665,0,0,0
373.6708,71.38056,0,0
190.9329,0,0,0
234.2906,0,0,0
280.3826,7.326797,0,0
395.5327,2.226416,0,0
255.2414,239.509,5.365539,6.349735
80.40849,0,0,0
256.6268,0,0,0
454.1325,0,0,0
149.3015,0,0,0
256.036,0,0,0
65.26078,0,0,0
132.8793,0,0,0
160.4702,0,0,0
301.4082,0,0,0
221.9261,42.97673,0,0
397.1692,88.67708,0,0
400.6447,0,0,0
78.61122,0,0,0
150.9169,0,0,0
249.8535,13.08786,0,0
329.0767,0,0,0
201.7294,0,0,0
200.4199,0,0,0
241.8775,0,0,0
284.218,0,0,0
206.3755,13.91973,0,0
138.5907,0,0,0
405.6583,20.81835,0,0
309.1568,84.75111,0,0
231.3767,39.77388,0,0
280.7364,0,0,0
290.8398,0,0,0
410.7377,57.06513,0,0
498.9558,0,0,0
373.9659,0,0,0
140.5623,0,0,0
124.8863,0,0,0
126.8934,0,0,0
133.24,0,0,0
282.9458,0,0,0
183.3143,0,0,0
89.48653,0,0,0
269.3488,0,0,0
358.2349,0,0,0
425.8466,0,0,0
184.7682,0,0,0
216.9858,0,0,0
481.2463,0,0,0
372.7613,159.3573,0,0
237.2787,348.6617,6.731793,6.626965
147.0677,0,0,0
235.9993,0,0,0
354.4753,0,0,0
349.7563,0,0,0
103.4028,0,0,0
210.7789,0,0,0
422.0118,0,0,0
220.1604,0,0,0
86.32159,0,0,0
586.4671,0,0,0
408.1984,0,0,0
253.5113,0,0,0
186.8854,0,0,0
391.0906,24.80622,0,0
469.9525,166.9474,0,0
541.113,38.66958,0,0
152.0436,0,0,0
240.3307,0,0,0
494.4819,69.46898,0,0
119.5444,0,0,0
464.8552,0,0,0
209.1469,0,0,0
239.9283,1.035232,0,0
325.0684,20.06533,0,0
256.0325,0,0,0
644.6359,0,0,0
339.703,0,0,0
265.2599,0,0,0
222.4796,0,0,0
445.4074,125.3489,0,0
78.64602,0,0,0
382.082,0,0,0
123.4886,0,0,0
114.8559,0,0,0
97.89349,0,0,0
290.5045,0,0,0
716.5236,67.19673,0,0
671.2084,4.14527,0,0
344.8564,0,0,0
46.26077,0,0,0
58.62386,0,0,0
45.02368,0,0,0
141.9568,0,0,0
335.1578,73.09473,0,0
303.0985,201.9046,0,0
247.4852,0,0,0
143.7471,0,0,0
122.465,0,0,0
290.2584,0,0,0
303.4677,0,0,0
683.8601,5.903493,0,0
260.7048,450.9849,25.42573,114.5005
145.8685,0,0,0
615.0394,35.40404,0,0
335.0462,0,0,0
153.5238,0,0,0
262.9928,0,0,0
140.0661,0,0,0
147.7271,0,0,0
822.6108,67.87074,0,0
197.3332,0,0,0
172.4063,0,0,0
471.778,13.81569,0,0
196.7605,0,0,0
102.2622,0,0,0
152.4506,0,0,0
191.714,0,0,0
390.5006,0,0,0
695.8607,41.88043,0,0
91.00403,0,0,0
194.219,22.98561,0,0
239.5011,0,0,0
558.6995,107.8545,0,0
518.9376,349.2165,0,0
404.716,0,0,0
246.8658,43.61677,0,0
154.9848,0,0,0
258.567,0,0,0
147.2738,0,0,0
366.1404,0,0,0
