54.75329,0,0,0
78.02143,0,0,0
90.90437,0,0,0
64.02613,0,0,0
100.2461,0,0,0
91.00945,0,0,0
73.48818,0,0,0
113.511,0,0,0
94.12363,0,0,0
107.6427,0,0,0
115.8853,0,0,0
147.2219,0,0,0
89.29339,0,0,0
101.8651,0,0,0
162.9086,0,0,0
158.3386,0,0,0
194.8762,0,0,0
178.3202,0,0,0
152.49,0,0,0
151.6433,0,0,0
153.0152,0,0,0
190.5075,0,0,0
176.7797,0,0,0
217.9413,0,0,0
88.98914,0,0,0
163.5269,0,0,0
175.8813,0,0,0
162.8249,0,0,0
91.67039,0,0,0
156.3239,0,0,0
190.6328,0,0,0
181.8622,0,0,0
83.62698,0,0,0
127.157,0,0,0
237.7373,0,0,0
184.6067,0,0,0
164.7682,15.60198,0,0
167.2351,45.91716,0,0
176.7961,0,0,0
168.2705,0,0,0
163.1992,0,0,0
179.0156,0,0,0
150.5333,0,0,0
213.3869,0,0,0
265.2112,0,0,0
52.99194,0,0,0
166.211,0,0,0
235.5464,0,0,0
279.0365,11.873,0,0
187.4129,0,0,0
199.9031,0,0,0
95.64915,0,0,0
310.3865,0,0,0
131.6252,0,0,0
181.1307,0,0,0
194.9149,0,0,0
226.0473,0,0,0
266.5232,0,0,0
265.3589,0,0,0
245.2427,8.034129,0,0
239.5027,0,0,0
242.2808,0,0,0
106.4512,0,0,0
332.2491,0,0,0
237.1759,0,0,0
331.0286,0,0,0
308.7652,22.23831,0,0
187.4844,0,0,0
240.9079,0,0,0
89.23489,0,0,0
184.677,0,0,0
197.1569,19.02093,0,0
184.8176,0,0,0
366.5282,0,0,0
158.1741,0,0,0
267.9686,0,0,0
159.5457,0,0,0
223.4566,0,0,0
319.8393,0,0,0
355.3571,0,0,0
131.3848,0,0,0
184.6255,0,0,0
200.6428,62.87633,0,0
237.7131,0,0,0
334.7368,19.50069,0,0
278.5149,1.029253,0,0
178.3626,0,0,0
228.4965,0,0,0
103.2654,0,0,0
256.0369,40.99604,0,0
142.6916,0,0,0
387.213,19.04265,0,0
327.6328,19.03788,0,0
298.1028,102.5294,0,0
242.0896,0,0,0
180.5391,0,0,0
186.6135,0,0,0
133.6187,0,0,0
387.0552,0,0,0
113.2609,0,0,0
216.47,0,0,0
271.4345,0,0,0
414.605,5.954948,0,0
113.5642,0,0,0
139.9433,0,0,0
251.2471,0,0,0
472.8657,28.0813,0,0
190.9117,0,0,0
164.0585,0,0,0
161.8483,0,0,0
393.2223,0,0,0
300.1843,120.5804,0,0
334.6832,0,0,0
114.3784,0,0,0
391.6202,0,0,0
190.3218,37.78684,0,0
213.4806,0,0,0
157.3419,0,0,0
385.732,56.43832,0,0
514.9449,0,0,0
134.9039,0,0,0
295.9201,89.34473,0,0
429.417,4.508204,0,0
461.768,75.39328,0,0
158.8973,0,0,0
282.7896,0,0,0
79.03371,0,0,0
163.894,0,0,0
85.85545,0,0,0
339.4083,0,0,0
320.6047,0,0,0
250.468,12.23468,0,0
303.8381,0,0,0
317.2405,0,0,0
462.5217,0,0,0
518.2224,9.300082,0,0
543.8311,8.568587,0,0
313.0172,0,0,0
370.0681,113.4951,0,0
286.4427,0,0,0
243.4674,66.33388,0,0
226.8819,0,0,0
197.0344,0,0,0
241.0558,0,0,0
506.5981,74.96439,0,0
289.4666,0,0,0
211.2091,0,0,0
370.8573,0.3525443,0,0
79.20602,0,0,0
489.3352,94.27567,0,0
167.2545,0,0,0
158.6157,0,0,0
535.8146,0,0,0
304.0199,0,0,0
98.43188,0,0,0
198.9089,0,0,0
670.9657,18.88246,0,0
490.221,95.00699,0,0
232.1778,0,0,0
511.5092,0,0,0
296.0728,0,0,0
308.6315,0,0,0
538.9985,0,0,0
271.6108,0,0,0
281.4554,0,0,0
118.036,0,0,0
54.18588,0,0,0
484.4037,100.3742,0,0
160.8687,0,0,0
259.9893,0,0,0
218.7494,0,0,0
191.8567,0,0,0
140.8365,0,0,0
689.8032,84.87177,0,0
549.161,34.15947,0,0
624.7654,0.2848215,0,0
176.6048,0,0,0
121.9324,0,0,0
493.7567,69.36619,0,0
472.0614,137.1874,0,0
428.2446,44.43621,0,0
279.6122,0,0,0
491.2145,133.9138,0,0
374.5156,0,0,0
371.6746,0,0,0
544.6927,53.03435,0,0
214.3434,0,0,0
431.896,188.9077,0,0
154.2962,0,0,0
437.0688,0,0,0
358.8704,0,0,0
141.9778,0,0,0
325.9524,0,0,0
516.9412,390.2812,15.87402,5.78546
351.5031,70.47439,0,0
153.2573,0,0,0
133.2581,0,0,0
193.8014,0,0,0
87.64362,0,0,0
148.7287,0,0,0
302.5334,493.0652,13.80437,3.998203
85.59388,0,0,0
112.1006,0,0,0
194.0735,0,0,0
265.4766,0,0,0
201.8477,0,0,0
116.7536,0,0,0
217.6596,0,0,0
424.8566,221.4171,16.30653,14.40646
153.3786,0,0,0
196.5447,0,0,0
123.1783,0,0,0
622.8179,31.33154,0,0
279.7389,0,0,0
283.9047,0,0,0
185.8701,0,0,0
251.7241,369.8995,0.7937191,0
135.8799,0,0,0
565.2936,227.7193,17.26215,9.027501
78.82626,0,0,0
168.8221,9.511106,0,0
543.3181,213.0196,0,0
888.6965,120.515,0,0
196.7392,0,0,0
386.3872,167.3891,0,0
506.875,11.82674,0,0
211.3063,0,0,0
435.464,0,0,0
294.8992,0,0,0
453.8006,323.7697,8.331271,16.41406
421.2511,0,0,0
795.0477,45.69715,0,0
69.69769,0,0,0
512.7378,1.718974,0,0
274.0165,0,0,0
383.575,0,0,0
148.9311,0,0,0
491.4731,82.66465,0,0
362.3441,33.7428,0,0
317.2477,0,0,0
179.0103,0,0,0
164.6248,0,0,0
80.62487,0,0,0
189.16,0,0,0
280.7058,100.4796,0,0
245.0807,0,0,0
181.3752,0,0,0
240.5707,0,0,0
340.7469,55.64208,0,0
93.94052,0,0,0
152.7232,0,0,0
629.2442,103.7979,0,0
315.4987,0,0,0
721.4417,270.6731,0,0
61.25484,0,0,0
143.2697,0,0,0
201.0387,512.1074,36.63918,100.3769
175.2676,0,0,0
322.7802,136.8199,4.909573,64.04288
293.1824,0,0,0
212.0811,0,0,0
468.2858,384.6161,48.59031,26.35829
586.3537,173.0256,0,0
167.4986,0,0,0
285.7809,486.2892,19.6519,5.418309
339.2795,0,0,0
211.3669,0,0,0
370.4253,261.8179,0,0
280.6161,256.175,23.63344,202.3488
225.1389,0,0,0
307.7897,0,0,0
405.6647,0,0,0
341.3137,0,0,0
280.5794,0,0,0
425.595,358.711,14.3701,41.27552
544.7694,12.48714,0,0
129.9485,0,0,0
930.7585,4.820414,0,0
521.6564,14.85956,0,0
755.2983,357.9649,0,0
476.269,0,0,0
643.5523,118.4457,0,0
276.2411,0,0,0
170.6389,0,0,0
626.5115,2.315526,0,0
314.7835,223.1436,0,0
344.7402,0,0,0
178.3231,0,0,0
420.1778,157.0275,8.935752,1.815915
84.75506,0,0,0
135.5,0,0,0
116.581,0,0,0
277.8717,72.84959,0,0
322.2374,0,0,0
161.5564,0,0,0
298.2983,0,0,0
92.79465,0,0,0
47.14349,0,0,0
445.9286,172.4805,0,0
413.7065,29.06988,0,0
169.528,0,0,0
100.5026,0,0,0
171.7656,0,0,0
913.2499,127.0452,0,0
165.7849,0,0,0
110.4702,0,0,0
258.2783,0,0,0
187.3006,0,0,0
276.3205,0,0,0
319.4915,0,0,0
805.7485,224.3516,0,0
482.8985,655.3476,0,0
184.2881,0,0,0
453.7498,147.1717,0,0
86.33636,0,0,0
334.0689,0,0,0
279.949,0,0,0
208.291,0,0,0
90.81685,0,0,0
115.6614,0,0,0
250.3293,0,0,0
110.2275,0,0,0
191.5167,0,0,0
617.1507,674.4293,72.93388,40.37069
79.80643,0,0,0
299.9979,0,0,0
353.9944,225.3824,5.696306,2.023244
106.8565,0,0,0
232.148,0,0,0
234.6028,0,0,0
510.2039,29.04605,0,0
97.66769,0,0,0
1224.462,236.7095,0,0
162.2286,0,0,0
167.0929,0,0,0
80.39193,0,0,0
322.3548,11.50986,0,0
244.7496,0,0,0
99.59388,0,0,0
346.9775,0,0,0
204.5045,0,0,0
350.7437,131.4939,0,0
175.3141,0,0,0
565.2109,410.2464,0,0
52.12185,0,0,0
166.9868,0,0,0
175.5931,0,0,0
121.9008,0,0,0
1179.856,86.79951,0,0
237.3154,0,0,0
58.94364,0,0,0
371.2419,0,0,0
240.5992,0,0,0
374.0525,0,0,0
490.0698,911.719,148.305,353.5857
369.0108,0,0,0
122.9496,0,0,0
66.46186,0,0,0
53.745,0,0,0
750.5175,304.6596,0,0
100.8734,0,0,0
271.1549,0,0,0
411.7463,157.6866,0,0
122.5986,0,0,0
76.46763,0,0,0
715.8408,856.9996,194.6605,63.1265
639.9711,193.831,0,0
377.6767,123.3444,0,0
113.5078,0,0,0
230.0839,93.64057,0,0
89.56342,0,0,0
221.744,0,0,0
183.8569,0,0,0
1318.704,13.19521,0,0
102.2749,0,0,0
448.1068,240.8032,0,0
202.8276,0,0,0
477.4516,0,0,0
363.44,0,0,0
270.5433,513.1293,30.25656,70.35658
127.2986,0,0,0
93.32491,0,0,0
294.4766,0,0,0
229.1645,207.0284,0,0
