ch1voltsWL1,ch5voltsWL1,ch1voltsWL2,ch5voltsWL2
0.12323,0.059067,0.20504,0.14299
0.12326,0.058892,0.20496,0.1427
0.12324,0.058603,0.20485,0.14243
0.12319,0.058279,0.20483,0.14227
0.12313,0.057979,0.20492,0.14212
0.12308,0.05771,0.205,0.14176
0.12307,0.057454,0.20502,0.14104
0.12307,0.057187,0.20497,0.14003
0.12303,0.056868,0.20495,0.13895
0.12295,0.056478,0.205,0.13799
0.12286,0.056064,0.20508,0.13723
0.12283,0.055717,0.20512,0.13663
0.12287,0.05546,0.20509,0.13614
0.1229,0.055203,0.205,0.13567
0.12285,0.054846,0.2049,0.13512
0.12272,0.054426,0.20479,0.13442
0.12258,0.054109,0.20468,0.13364
0.12253,0.054,0.20456,0.1329
0.12254,0.053998,0.20444,0.13226
0.12252,0.053887,0.20432,0.13163
0.12238,0.053554,0.20418,0.13088
0.12217,0.053084,0.20406,0.13002
0.12201,0.052636,0.20395,0.12919
0.12197,0.052297,0.20388,0.12854
0.12201,0.052061,0.20382,0.12808
0.12204,0.051904,0.20375,0.12767
0.12199,0.051798,0.20366,0.1272
0.1219,0.051682,0.20359,0.12667
0.12182,0.051493,0.20354,0.12616
0.12177,0.051258,0.2035,0.12569
0.12174,0.051084,0.20345,0.1252
0.1217,0.051007,0.20337,0.12464
0.12163,0.050901,0.20331,0.12408
0.12153,0.050607,0.20329,0.12363
0.12145,0.050162,0.20332,0.12333
0.12141,0.049797,0.20335,0.12306
0.12143,0.049664,0.20335,0.12267
0.12147,0.049653,0.20333,0.12216
0.12146,0.049549,0.20331,0.12169
0.12137,0.049318,0.20333,0.12139
0.12125,0.049127,0.20339,0.1212
0.12116,0.049077,0.20343,0.12091
0.12114,0.049037,0.20341,0.12041
0.12116,0.048815,0.20335,0.11983
0.12116,0.048439,0.20329,0.11938
0.12109,0.048136,0.2033,0.11917
0.12099,0.048037,0.20335,0.11908
0.12092,0.048003,0.20338,0.11887
0.1209,0.047831,0.20336,0.11848
0.12092,0.047529,0.2033,0.11801
0.12092,0.047308,0.20327,0.11762
0.12088,0.047311,0.2033,0.11736
0.12082,0.047437,0.20334,0.11716
0.12079,0.047473,0.20333,0.11694
0.1208,0.047336,0.20327,0.11673
0.12082,0.047127,0.20322,0.1166
0.12081,0.046977,0.20326,0.11655
0.12077,0.04691,0.20336,0.11651
0.12071,0.046875,0.20343,0.11641
0.12066,0.046839,0.2034,0.11624
0.12068,0.046801,0.20329,0.11603
0.12074,0.046727,0.20324,0.1158
0.1208,0.04656,0.20332,0.11554
0.1208,0.046304,0.2035,0.11526
0.12075,0.046052,0.20362,0.11499
0.12068,0.045909,0.20363,0.11476
0.12064,0.045886,0.20354,0.11462
0.12067,0.045912,0.20348,0.11456
0.12071,0.045908,0.20351,0.11453
0.12071,0.045823,0.20357,0.11444
0.12067,0.045624,0.20354,0.11418
0.1206,0.045318,0.20338,0.11373
0.12055,0.045009,0.20317,0.11316
0.12055,0.044858,0.20304,0.11265
0.12057,0.044926,0.20303,0.11229
0.12059,0.045072,0.20307,0.11202
0.12057,0.045082,0.20303,0.11166
0.12053,0.044907,0.20288,0.11117
0.12052,0.04473,0.20269,0.11067
0.12054,0.04475,0.20259,0.11042
0.12056,0.044947,0.20261,0.1105
0.12055,0.045114,0.20269,0.11071
0.12052,0.045082,0.20272,0.11077
0.12049,0.044881,0.20267,0.11055
0.12049,0.044684,0.20259,0.11021
0.12052,0.044617,0.20257,0.10998
0.12058,0.044655,0.20263,0.10994
0.12063,0.044683,0.20274,0.10997
0.12065,0.044626,0.2028,0.10989
0.12066,0.044516,0.2028,0.10967
0.12066,0.044449,0.20276,0.10945
0.12068,0.044494,0.20277,0.10936
0.12074,0.044623,0.20286,0.10942
0.1208,0.044711,0.20301,0.10948
0.12083,0.044644,0.20313,0.10942
0.12081,0.044432,0.20318,0.10925
0.1208,0.044238,0.20318,0.10909
0.12085,0.044257,0.2032,0.1091
0.12095,0.044521,0.20329,0.10931
0.12104,0.044842,0.20342,0.1096
0.12107,0.044972,0.20353,0.10978
0.12105,0.044853,0.20356,0.10976
0.12103,0.044666,0.20351,0.10962
0.12105,0.044647,0.20348,0.10954
0.12111,0.044844,0.20354,0.10964
0.12119,0.045075,0.20366,0.10981
0.12125,0.045121,0.20377,0.10985
0.12125,0.044945,0.20379,0.10968
0.12122,0.04471,0.20375,0.10944
0.1212,0.044616,0.20375,0.10938
0.12125,0.04473,0.20385,0.1096
0.12137,0.044954,0.204,0.10999
0.12145,0.045116,0.20408,0.1103
0.12144,0.045106,0.20405,0.11043
0.12135,0.044949,0.20396,0.11042
0.12128,0.044775,0.20396,0.11038
0.12132,0.044729,0.20411,0.11036
0.12146,0.044862,0.20433,0.11034
0.12159,0.045086,0.20449,0.1103
0.12162,0.045253,0.2045,0.11028
0.12158,0.045283,0.20444,0.11032
0.12153,0.0452,0.20442,0.11036
0.12155,0.045066,0.20448,0.11034
0.12161,0.044918,0.20457,0.11024
0.12164,0.044787,0.20458,0.11017
0.12161,0.044732,0.20447,0.1102
0.12155,0.044808,0.20431,0.11029
0.12149,0.044975,0.2042,0.11024
0.12149,0.045105,0.20417,0.10996
0.12151,0.045093,0.20419,0.10954
0.12152,0.044969,0.20418,0.10926
0.12149,0.04486,0.2041,0.10926
0.12143,0.044843,0.20397,0.10944
0.12138,0.044889,0.20386,0.10955
0.12139,0.04493,0.20384,0.10946
0.12144,0.044962,0.20389,0.10925
0.1215,0.045021,0.20395,0.10911
0.12152,0.045108,0.20394,0.10913
0.12148,0.045158,0.20386,0.10918
0.12145,0.045123,0.20378,0.10913
0.12146,0.04505,0.20379,0.10903
0.12151,0.04505,0.20388,0.109
0.12156,0.04517,0.20398,0.10913
0.12155,0.045312,0.204,0.10931
0.12149,0.045317,0.20396,0.10939
0.12146,0.045131,0.20395,0.10932
0.12149,0.04487,0.20405,0.10923
0.12156,0.044705,0.2042,0.10925
0.12161,0.044687,0.20429,0.10937
0.12161,0.04474,0.20428,0.10945
0.12157,0.044812,0.20423,0.10941
0.12156,0.044967,0.20424,0.10933
0.12159,0.045254,0.20434,0.10937
0.12163,0.045541,0.20446,0.10956
0.12165,0.045586,0.20451,0.10976
0.12166,0.045322,0.20448,0.10979
0.12163,0.044987,0.20445,0.10969
0.1216,0.044888,0.20449,0.10962
0.12157,0.045044,0.20458,0.10973
0.12158,0.04517,0.20465,0.10998
0.12162,0.045044,0.20466,0.11021
0.12166,0.044788,0.20463,0.11035
0.12165,0.04471,0.20461,0.1104
0.12158,0.044902,0.20464,0.11046
0.12152,0.045132,0.20469,0.11055
0.12152,0.045142,0.20473,0.1107
0.12161,0.04496,0.20474,0.11091
0.12169,0.044841,0.20471,0.11119
0.12168,0.044944,0.20466,0.11151
0.12159,0.045169,0.20464,0.11179
0.12152,0.045308,0.20467,0.112
0.12153,0.045284,0.20474,0.11224
0.12162,0.045215,0.20478,0.11259
0.12169,0.045262,0.20476,0.11307
0.12166,0.045468,0.2047,0.11352
0.12156,0.045732,0.20466,0.11382
0.12148,0.045918,0.20467,0.114
0.12148,0.045974,0.20465,0.11422
0.12153,0.045978,0.20454,0.11459
0.12154,0.046052,0.20435,0.11506
0.12147,0.046228,0.20417,0.11541
0.12136,0.046407,0.20406,0.11554
0.12127,0.046476,0.20403,0.11556
0.12125,0.046429,0.20397,0.11568
0.12127,0.046356,0.20383,0.11595
0.12125,0.046322,0.20364,0.11624
0.12118,0.04631,0.2035,0.11635
0.12109,0.046304,0.20345,0.11625
0.12103,0.046361,0.20342,0.11615
0.12104,0.046556,0.20334,0.11627
0.12108,0.046846,0.2032,0.11665
0.12108,0.047085,0.20309,0.11715
0.12102,0.04718,0.20307,0.11762
0.12093,0.047213,0.20312,0.11802
0.12088,0.047344,0.20317,0.11841
0.12091,0.047615,0.20315,0.11878
0.12099,0.047904,0.20308,0.11905
0.12103,0.048062,0.20306,0.11926
0.12101,0.048083,0.2031,0.11955
0.12094,0.048096,0.20319,0.12004
0.12091,0.04821,0.20325,0.12068
0.12096,0.048421,0.20323,0.12119
0.12105,0.048646,0.20317,0.12144
0.12111,0.048818,0.20314,0.12158
0.12109,0.048921,0.20319,0.12191
0.12104,0.048972,0.20329,0.12256
0.12104,0.049008,0.20336,0.12329
0.1211,0.049082,0.20336,0.12376
0.12121,0.04925,0.20332,0.12392
0.12127,0.049525,0.20331,0.12407
0.12127,0.049863,0.20339,0.12455
0.12122,0.050184,0.2035,0.12535
0.1212,0.050403,0.20356,0.12611
0.12124,0.050477,0.20353,0.12655
0.12131,0.050432,0.20345,0.12673
0.12138,0.050373,0.20344,0.12695
0.12141,0.050421,0.20355,0.12742
0.12143,0.050643,0.2037,0.1281
0.12146,0.051021,0.20377,0.1288
0.12149,0.051481,0.20368,0.12942
0.12153,0.051913,0.20352,0.13004
0.12159,0.0522,0.20343,0.13068
0.12166,0.052275,0.20351,0.13121
0.12172,0.052186,0.20369,0.13146
0.12174,0.052083,0.20383,0.13143
0.12172,0.052101,0.20386,0.13139
0.1217,0.052244,0.20384,0.13159
0.12173,0.05241,0.20387,0.13206
0.12182,0.052534,0.20396,0.13257
0.12191,0.05267,0.20406,0.13292
0.12196,0.052895,0.20405,0.13314
0.12195,0.053174,0.20393,0.13344
0.12193,0.05338,0.20379,0.1339
0.12194,0.053473,0.20371,0.13442
0.122,0.05358,0.20371,0.13482
0.12204,0.053852,0.20372,0.13504
0.12205,0.054239,0.20365,0.1352
0.12201,0.054503,0.20351,0.1354
0.12198,0.054497,0.20337,0.13564
0.12201,0.05438,0.20331,0.13587
0.12211,0.05448,0.20334,0.13613
0.1222,0.054927,0.2034,0.13652
0.12221,0.055495,0.20339,0.13706
0.12215,0.055845,0.20329,0.13765
0.12209,0.055893,0.20317,0.13813
0.12212,0.055871,0.20311,0.13851
0.12224,0.056045,0.20314,0.13893
0.12236,0.056432,0.20323,0.13951
0.12239,0.056843,0.20328,0.14016
0.12235,0.057133,0.20325,0.14066
0.12233,0.057356,0.20321,0.14097
0.1224,0.057649,0.20325,0.14124
0.12253,0.058027,0.20337,0.14172
0.12264,0.058316,0.20351,0.14243
0.12265,0.058322,0.20357,0.14315
0.12259,0.058069,0.20354,0.1436
0.12256,0.057855,0.20351,0.1438
0.12263,0.05802,0.20358,0.14406
0.12278,0.058606,0.20372,0.14463
0.12291,0.059278,0.20385,0.14545
0.12294,0.059637,0.20387,0.14618
0.12289,0.059637,0.2038,0.14657
0.12286,0.05962,0.20376,0.14672
0.12292,0.059907,0.20381,0.14692
0.12306,0.060417,0.20396,0.14732
0.12318,0.060774,0.2041,0.14782
0.12321,0.060775,0.20415,0.14821
0.12315,0.060643,0.20411,0.14851
0.1231,0.060738,0.20408,0.14891
0.12314,0.061122,0.20412,0.14958
0.12326,0.061507,0.20425,0.15041
0.12338,0.061655,0.20438,0.15117
0.12343,0.061692,0.20442,0.15174
0.1234,0.061959,0.20436,0.15226
0.12337,0.062562,0.20429,0.15288
0.1234,0.06319,0.20433,0.15356
0.12349,0.063404,0.20447,0.1541
0.12356,0.063094,0.20461,0.15431
0.12356,0.062615,0.20465,0.15429
0.12349,0.062463,0.2046,0.15429
0.12346,0.062826,0.20456,0.15451
0.12352,0.063447,0.20465,0.15492
0.12364,0.063906,0.20482,0.15535
0.12373,0.064016,0.20494,0.15571
0.12371,0.06394,0.20491,0.15604
0.12363,0.063968,0.20475,0.15644
0.12357,0.064242,0.20459,0.15689
0.1236,0.064683,0.20452,0.1573
0.12369,0.065126,0.20451,0.15756
0.12378,0.065428,0.20446,0.15768
0.12378,0.065497,0.20433,0.15771
0.12369,0.065294,0.20415,0.15769
0.12356,0.064914,0.204,0.15768
0.12348,0.064601,0.20395,0.1577
0.12349,0.064607,0.20398,0.1578
0.12356,0.064965,0.204,0.15797
0.1236,0.065415,0.20394,0.15809
0.12356,0.065623,0.2038,0.15801
0.12345,0.065456,0.20369,0.15776
0.12337,0.065073,0.20365,0.15749
0.12335,0.064758,0.2037,0.15733
0.12341,0.064667,0.20373,0.1572
0.12346,0.064731,0.20369,0.15688
0.12345,0.064729,0.2036,0.15627
0.12336,0.064488,0.20357,0.15547
0.12327,0.064022,0.20365,0.15476
0.12321,0.063516,0.20376,0.15423
0.12321,0.063153,0.20381,0.15374
0.12323,0.062948,0.20378,0.1531
0.12323,0.062776,0.20374,0.1523
0.12317,0.062543,0.20379,0.15156
0.12309,0.062281,0.20392,0.15101
0.12303,0.06207,0.20402,0.1506
0.12301,0.061892,0.20401,0.15011
0.12302,0.06162,0.20392,0.14946
0.12299,0.061189,0.20387,0.14873
0.12291,0.060683,0.20392,0.14812
0.1228,0.060259,0.20401,0.14766
0.12274,0.060005,0.20403,0.14724
0.12276,0.059897,0.20396,0.14675
0.12281,0.059845,0.20385,0.14624
0.12278,0.059744,0.2038,0.14584
0.12265,0.059508,0.20385,0.14561
0.12248,0.059151,0.20393,0.14545
0.12239,0.05884,0.20394,0.14521
0.12242,0.058778,0.20387,0.14481
0.12251,0.058962,0.20377,0.1443
0.12252,0.059085,0.2037,0.14381
0.1224,0.05881,0.2037,0.14338
0.12221,0.058147,0.20371,0.14294
0.12208,0.057465,0.20368,0.14237
0.12207,0.057098,0.20359,0.14162
0.12213,0.056976,0.2035,0.14074
0.12213,0.056734,0.20348,0.13984
0.12202,0.056172,0.20355,0.13903
0.12187,0.0555,0.20365,0.13832
0.12176,0.055104,0.20368,0.13769
0.12173,0.055111,0.20361,0.1371
0.12173,0.055253,0.20349,0.13656
0.12168,0.055162,0.2034,0.13608
0.12158,0.054722,0.20335,0.13558
0.12145,0.054129,0.2033,0.13495
0.12137,0.053668,0.20317,0.13416
0.12134,0.053465,0.20295,0.13329
0.12134,0.053398,0.20274,0.13246
0.1213,0.05322,0.20261,0.13173
0.12118,0.052772,0.20257,0.13101
0.12103,0.052154,0.20255,0.13023
0.12091,0.051675,0.20245,0.12944
0.1209,0.051579,0.20227,0.12878
0.12095,0.051787,0.20208,0.12836
0.12096,0.051939,0.20199,0.12807
0.12086,0.05174,0.20201,0.12773
0.12071,0.05125,0.20207,0.12724
0.12062,0.050804,0.20205,0.12668
0.12066,0.050646,0.20192,0.1262
0.12076,0.050697,0.20176,0.12584
0.1208,0.050691,0.20168,0.12548
0.12073,0.050487,0.20173,0.12503
0.12063,0.050189,0.20185,0.12453
0.1206,0.049983,0.20192,0.12412
0.12066,0.049909,0.20189,0.12383
0.12071,0.049834,0.2018,0.12358
0.1207,0.049628,0.20178,0.1232
0.12064,0.049317,0.20186,0.1227
0.12059,0.049044,0.202,0.1222
0.12059,0.048906,0.20207,0.12185
0.12063,0.048876,0.20205,0.12164
0.12067,0.04886,0.20201,0.12144
0.1207,0.048803,0.20204,0.12114
0.12071,0.048702,0.20217,0.12072
0.12069,0.048552,0.2023,0.1203
0.12065,0.048324,0.20232,0.11996
0.12061,0.048012,0.20224,0.1197
0.12062,0.047699,0.20216,0.11946
0.12068,0.047514,0.2022,0.11917
0.12075,0.047526,0.20233,0.11886
0.12075,0.047659,0.20245,0.11857
0.12069,0.047745,0.20247,0.11834
0.12065,0.047685,0.20241,0.11817
0.12068,0.04754,0.20238,0.11806
0.12077,0.047457,0.20246,0.11801
0.12084,0.047492,0.2026,0.11802
0.12085,0.047536,0.20268,0.11801
0.1208,0.047428,0.20265,0.11788
0.12078,0.047159,0.20257,0.11757
0.12082,0.046907,0.20255,0.11718
0.12089,0.046865,0.20267,0.11686
0.12095,0.047012,0.20286,0.11665
0.12097,0.047099,0.20299,0.11647
0.12093,0.046899,0.203,0.11617
0.12088,0.046469,0.20293,0.11578
0.12086,0.04611,0.20289,0.11548
0.12089,0.046073,0.20293,0.11542
0.12096,0.046299,0.20302,0.11552
0.12103,0.046491,0.20307,0.11553
0.12103,0.04641,0.203,0.11525
0.12098,0.046069,0.20284,0.11472
0.12095,0.045682,0.20269,0.11416
0.12097,0.045465,0.20263,0.11374
0.12103,0.045493,0.20266,0.11343
0.12105,0.045679,0.20269,0.11309
0.121,0.045849,0.20265,0.1127
0.12094,0.04587,0.20254,0.11238
0.12093,0.045768,0.20243,0.11221
0.12097,0.045688,0.20239,0.11212
0.12102,0.045714,0.20241,0.11193
0.12102,0.045749,0.20242,0.1116
0.12098,0.045623,0.20239,0.11127
0.12094,0.045342,0.20236,0.11111
0.12095,0.045138,0.20236,0.11117
0.12098,0.045211,0.20243,0.11125
0.12103,0.045476,0.20252,0.11114
0.12104,0.045637,0.20257,0.11084
0.12104,0.045535,0.20257,0.11055
0.12104,0.045322,0.20254,0.11046
0.12105,0.045257,0.20256,0.11058
0.12109,0.045394,0.20265,0.1107
0.12115,0.045553,0.2028,0.11069
0.12122,0.045572,0.20293,0.11054
0.12125,0.045499,0.20298,0.1104
0.12124,0.04548,0.20297,0.1104
0.12121,0.045532,0.20297,0.1105
0.12121,0.045523,0.20305,0.11061
0.12126,0.045362,0.20321,0.11065
0.12132,0.045138,0.20335,0.11066
0.12134,0.045024,0.20338,0.1107
0.1213,0.045076,0.20332,0.1108
0.12125,0.045204,0.20328,0.11092
0.12125,0.045307,0.20334,0.11097
0.12132,0.045367,0.20347,0.11089
0.12141,0.045402,0.20355,0.11071
0.12145,0.045386,0.20353,0.11056
0.12143,0.045273,0.2035,0.11058
0.12139,0.045085,0.20353,0.11079
0.12138,0.044917,0.20365,0.11108
0.12143,0.044852,0.20375,0.11127
0.12149,0.044888,0.20377,0.11131
0.12152,0.04497,0.2037,0.11129
0.1215,0.04505,0.20366,0.11134
0.12146,0.045098,0.20371,0.11146
0.12144,0.04507,0.20381,0.11152
0.12146,0.044925,0.20391,0.11139
0.12151,0.044691,0.20394,0.11109
0.12154,0.044491,0.20395,0.11074
0.12153,0.044457,0.20398,0.1105
0.12149,0.044595,0.20403,0.11041
0.12148,0.044761,0.20409,0.11044
0.12152,0.044799,0.20409,0.1105
0.12157,0.044689,0.20402,0.11051
0.12156,0.044536,0.2039,0.11041
0.12146,0.044426,0.20378,0.11022
0.12131,0.044344,0.20371,0.10997
0.12122,0.044242,0.20369,0.10972
0.12122,0.044158,0.20367,0.10948
0.12128,0.044176,0.20358,0.10926
0.1213,0.044276,0.20341,0.10903
0.12123,0.044299,0.20323,0.10882
0.12113,0.044132,0.20315,0.10869
0.12107,0.043879,0.20317,0.10863
0.12107,0.043771,0.20321,0.1086
0.12109,0.043882,0.20314,0.10853
0.12107,0.044041,0.20299,0.10841
0.12099,0.044059,0.20286,0.10831
0.1209,0.043976,0.20287,0.10825
0.12085,0.043984,0.20297,0.10821
0.12086,0.044129,0.20304,0.10814
0.12091,0.044204,0.20299,0.10807
0.12096,0.044002,0.20289,0.10808
0.12094,0.04361,0.20285,0.10821
0.12086,0.043352,0.20293,0.10836
0.12075,0.043445,0.20306,0.10839
0.12069,0.043752,0.20311,0.10822
0.12071,0.043934,0.20305,0.10798
0.12077,0.043787,0.20296,0.10781
0.12079,0.043417,0.20295,0.10781
0.12073,0.043093,0.20302,0.1079
0.12064,0.042991,0.2031,0.10797
0.1206,0.043079,0.20311,0.10803
0.12063,0.043222,0.20307,0.10815
0.12066,0.04332,0.20307,0.10837
0.12063,0.043353,0.20315,0.10858
0.12052,0.043335,0.20326,0.10862
0.12043,0.04328,0.20332,0.10841
0.12041,0.043222,0.20325,0.10808
0.12047,0.043223,0.20314,0.10787
0.12053,0.043318,0.20307,0.10791
0.12051,0.043459,0.20312,0.10817
0.12043,0.043534,0.20323,0.10846
0.12036,0.043485,0.2033,0.10871
0.12038,0.043404,0.20325,0.10896
0.12047,0.043451,0.20312,0.10935
0.12054,0.043676,0.20302,0.10991
0.12051,0.043952,0.20304,0.11049
0.12041,0.044116,0.20314,0.11087
0.12033,0.044149,0.2032,0.11097
0.12036,0.04418,0.20317,0.11093
0.12049,0.044292,0.20308,0.11098
0.12058,0.044403,0.20305,0.11125
0.12056,0.04439,0.20312,0.11164
0.12046,0.044298,0.20324,0.11197
0.12039,0.044314,0.20327,0.1122
0.12042,0.04454,0.20316,0.1124
0.12053,0.04485,0.20298,0.11269
0.12059,0.045021,0.20284,0.11304
0.12056,0.044977,0.20282,0.1133
0.12047,0.044849,0.20282,0.11337
0.12041,0.044809,0.20274,0.11329
0.12042,0.044927,0.20256,0.11326
0.12048,0.045169,0.20236,0.11344
0.12052,0.045474,0.20223,0.1138
0.1205,0.045772,0.20224,0.1142
0.12045,0.045964,0.2023,0.11449
0.1204,0.04598,0.20232,0.11463
0.12041,0.045876,0.20224,0.11472
0.12047,0.045827,0.2021,0.11489
0.12056,0.045978,0.20198,0.11525
0.12062,0.046309,0.20197,0.11576
0.12063,0.046662,0.20204,0.11631
0.12061,0.046909,0.20211,0.11676
0.12059,0.047056,0.20209,0.11704
0.12062,0.047187,0.202,0.11724
0.1207,0.047331,0.20194,0.1175
0.12079,0.047439,0.20201,0.11791
0.12084,0.047464,0.20218,0.11842
0.12084,0.047465,0.20232,0.11889
0.12082,0.047574,0.20233,0.11923
0.12086,0.047853,0.20225,0.11949
0.12096,0.048206,0.20222,0.11983
0.12108,0.048461,0.20235,0.12031
0.12116,0.048535,0.20257,0.12089
0.12118,0.048513,0.2027,0.1214
0.12118,0.048581,0.20267,0.12177
0.12122,0.048854,0.20255,0.12208
0.12132,0.049278,0.20251,0.12249
0.12143,0.049686,0.20263,0.12305
0.1215,0.04994,0.20282,0.12367
0.12151,0.050028,0.20293,0.12413
0.12149,0.050049,0.2029,0.12441
0.12152,0.050135,0.20283,0.12464
0.1216,0.050356,0.20284,0.12505
0.12171,0.050689,0.20297,0.12568
0.12181,0.051042,0.20315,0.12638
0.12184,0.051309,0.20324,0.12699
0.12184,0.05145,0.20324,0.12753
0.12185,0.051535,0.20319,0.12814
0.12189,0.051696,0.2032,0.12891
0.12199,0.051995,0.20328,0.12969
0.12208,0.052343,0.20336,0.13027
0.12211,0.052568,0.20339,0.13054
0.12207,0.052601,0.20336,0.13068
0.12202,0.052568,0.20338,0.13089
0.12205,0.052673,0.20351,0.13127
0.12219,0.052987,0.20371,0.13173
0.12236,0.053377,0.20388,0.13217
0.12244,0.053663,0.20391,0.13259
0.1224,0.053807,0.2038,0.13308
0.12233,0.053923,0.20368,0.13365
0.12232,0.054121,0.20365,0.13423
0.12239,0.054385,0.20371,0.13471
0.12248,0.054606,0.20374,0.13501
0.12251,0.054713,0.20365,0.13514
0.12245,0.054733,0.20348,0.13515
0.12238,0.054747,0.20332,0.13514
0.12239,0.054829,0.20326,0.13523
0.12247,0.055025,0.20328,0.13549
0.12255,0.055342,0.20329,0.1359
0.12257,0.055723,0.20324,0.13635
0.12252,0.056057,0.20313,0.13674
0.12245,0.056256,0.20303,0.13708
0.12244,0.056351,0.20301,0.13745
0.12251,0.056459,0.20305,0.13798
0.12261,0.056677,0.2031,0.13868
0.12268,0.057013,0.20311,0.13941
0.12267,0.057403,0.20305,0.14001
0.12263,0.057775,0.20298,0.14042
0.12263,0.058052,0.20296,0.14072
0.12271,0.058172,0.20302,0.14106
0.12281,0.058159,0.20311,0.14149
0.12285,0.058158,0.20316,0.14193
0.12281,0.058319,0.20316,0.14226
0.12276,0.058613,0.20315,0.14251
0.12276,0.058827,0.20321,0.14282
0.12284,0.058801,0.20333,0.14331
0.12295,0.058663,0.20343,0.14395
0.12301,0.058731,0.20344,0.1446
0.12299,0.059149,0.2034,0.14517
0.12295,0.059713,0.2034,0.14568
0.12293,0.060097,0.20348,0.1462
0.12297,0.060196,0.20359,0.14668
0.12304,0.060194,0.20363,0.1471
0.12311,0.060284,0.20359,0.14744
0.12312,0.060432,0.20353,0.14781
0.12309,0.060512,0.20354,0.14826
