ch1voltsWL2,ch5voltsWL2
-0.0016771,-0.0085689
-0.0017026,-0.0087186
-0.0017314,-0.0088879
-0.0017217,-0.009169
-0.0016612,-0.0095657
-0.0015818,-0.0099708
-0.0015209,-0.01025
-0.0014765,-0.010345
-0.0014159,-0.01031
-0.0013247,-0.010255
-0.0012338,-0.010273
-0.0011857,-0.010398
-0.0011806,-0.010598
-0.001169,-0.010795
-0.001104,-0.01092
-0.00099265,-0.010971
-0.00088837,-0.011027
-0.00083342,-0.011169
-0.00081595,-0.011387
-0.00078654,-0.01159
-0.00071166,-0.01171
-0.00060606,-0.011796
-0.00051495,-0.011954
-0.00047022,-0.012219
-0.00046413,-0.012507
-0.00045922,-0.012707
-0.00041967,-0.012771
-0.00033814,-0.012698
-0.00024148,-0.01248
-0.00017226,-0.012107
-0.00015508,-0.011663
-0.00017004,-0.011366
-0.00015955,-0.011407
-7.2989e-05,-0.011762
8.3919e-05,-0.012216
0.00024328,-0.012571
0.00032841,-0.012816
0.00032224,-0.013045
0.00028254,-0.013267
0.00028368,-0.013363
0.00033863,-0.013267
0.0003807,-0.013114
0.00032819,-0.013144
0.00017021,-0.013443
-1.2685e-05,-0.013831
-0.00011676,-0.014039
-0.00010868,-0.014
-5.4562e-05,-0.013928
-5.6501e-05,-0.014109
-0.00015606,-0.014602
-0.0002955,-0.015162
-0.00037365,-0.015448
-0.00034352,-0.01533
-0.00025808,-0.014999
-0.00021857,-0.014788
-0.00027375,-0.014864
-0.00036935,-0.015101
-0.00039946,-0.015234
-0.00031078,-0.015148
-0.00015642,-0.014964
-4.4261e-05,-0.014869
-3.1932e-05,-0.014891
-7.5786e-05,-0.014905
-8.1614e-05,-0.014829
1.6866e-06,-0.014753
0.00014057,-0.014818
0.00025905,-0.015008
0.00031021,-0.015142
0.00030586,-0.015089
0.00029191,-0.014928
0.00030994,-0.014836
0.0003774,-0.014848
0.00048377,-0.014818
0.00059204,-0.014636
0.00065422,-0.01441
0.00064909,-0.014345
0.00061367,-0.014455
0.0006223,-0.014497
0.00071516,-0.014257
0.00084568,-0.013837
0.00091408,-0.01358
0.00086571,-0.013685
0.0007533,-0.013965
0.00069228,-0.014038
0.00075169,-0.013748
0.00089346,-0.013318
0.0010181,-0.013094
0.0010614,-0.013197
0.001043,-0.013453
0.0010302,-0.013635
0.0010694,-0.013703
0.0011521,-0.013778
0.001231,-0.01395
0.0012535,-0.014176
0.0011898,-0.014349
0.0010508,-0.014429
0.00088792,-0.014468
0.00076155,-0.014537
0.00069122,-0.014664
0.00063235,-0.014838
0.00051964,-0.015038
0.00034586,-0.015227
0.00018709,-0.01535
0.00013089,-0.015371
0.00017576,-0.015319
0.00021643,-0.015288
0.00014439,-0.015351
-3.7528e-05,-0.015491
-0.00021195,-0.015615
-0.00026288,-0.015653
-0.00018975,-0.015623
-0.00010241,-0.01558
-0.00010812,-0.015522
-0.00021068,-0.01536
-0.00031744,-0.015013
-0.00033427,-0.014511
-0.000249,-0.014003
-0.00013112,-0.013623
-6.2748e-05,-0.013389
-7.0057e-05,-0.013211
-0.00011066,-0.013002
-0.00011901,-0.012743
-6.7801e-05,-0.012457
6.5523e-06,-0.012155
3.7711e-05,-0.011824
-5.0401e-06,-0.011469
-8.0554e-05,-0.011131
-0.00010991,-0.010843
-5.4173e-05,-0.010592
4.1994e-05,-0.010332
9.1704e-05,-0.01003
5.508e-05,-0.0096856
-1.6469e-05,-0.00932
-3.0998e-05,-0.0089368
4.8593e-05,-0.0084993
0.00016423,-0.0079483
0.00022001,-0.0072522
0.00017792,-0.0064679
9.4962e-05,-0.0057476
6.6997e-05,-0.005247
0.0001387,-0.004987
0.00026738,-0.0048113
0.00036985,-0.0045233
0.00040056,-0.0040896
0.00038526,-0.0036845
0.00038412,-0.003498
0.00042704,-0.0035004
0.0004863,-0.0034328
0.00050871,-0.0030596
0.00046857,-0.0024212
0.00038573,-0.0017963
0.00029567,-0.0014138
0.00021134,-0.0012466
0.00012085,-0.0011065
1.7826e-05,-0.00090209
-7.9548e-05,-0.00073541
-0.00014697,-0.00072058
-0.00018483,-0.00078156
-0.00021862,-0.00071003
-0.00026684,-0.00041299
-0.0003183,-2.867e-05
-0.00034761,0.00024925
-0.00034523,0.00042209
-0.00032179,0.00068722
-0.0002885,0.0011845
-0.00025047,0.0018104
-0.00022048,0.0023306
-0.00021678,0.0026415
-0.00022894,0.0028567
-0.00020317,0.0031389
-0.00010021,0.0035131
2.8994e-05,0.0038844
7.39e-05,0.0042104
1.0041e-05,0.004596
-1.8545e-05,0.0051867
0.00015784,0.0059816
0.00048772,0.0067752
0.00068009,0.0073121
0.00053036,0.0075252
0.0002389,0.0076315
0.0002603,0.0079509
0.00074121,0.0085695
0.0011924,0.009185
0.00090523,0.0093731
-0.00022396,0.0090759
-0.0013997,0.0087816
-0.0016075,0.0091231
-0.00060944,0.010256
0.00080532,0.011666
0.0015948,0.012662
0.0014411,0.013054
0.00090818,0.013272
0.00071607,0.013815
0.0010112,0.014676
0.0013779,0.01539
0.0014239,0.015576
0.0011989,0.015342
0.0010383,0.015126
0.0011389,0.015233
0.0013882,0.015613
0.0015619,0.016049
0.0015728,0.016431
0.0014917,0.016808
0.0014033,0.017231
0.0013218,0.017659
0.0012388,0.018032
0.0011757,0.018344
0.0011466,0.018606
0.0011024,0.01878
0.00096859,0.018822
0.000749,0.018804
0.00055392,0.018919
0.00049554,0.019312
0.00056229,0.019919
0.00062341,0.020516
0.00056496,0.020948
0.00040652,0.021271
0.00027402,0.021635
0.0002669,0.022056
0.00036542,0.022376
0.00046538,0.022466
0.00048468,0.022426
0.00042688,0.022525
0.00035607,0.022928
0.00033068,0.023519
0.00036381,0.024024
0.00042936,0.024302
0.00048831,0.024464
0.0005108,0.024708
0.00049214,0.025081
0.00046021,0.025455
0.00046066,0.025717
0.00051823,0.025914
0.00060471,0.026177
0.00065308,0.026542
0.00061696,0.026901
0.0005213,0.027152
0.00044749,0.027353
0.00045853,0.027657
0.00053516,0.028101
0.00059024,0.028509
0.00055203,0.028657
0.00043649,0.028526
0.00033659,0.028332
0.00033685,0.028286
0.00043513,0.028346
0.00054492,0.028243
0.0005745,0.027765
0.00051025,0.026979
0.00042807,0.026156
0.0004227,0.025489
0.00052051,0.024923
0.00065471,0.024272
0.00072548,0.023459
0.0006899,0.022608
0.00059648,0.021895
0.00053012,0.021347
0.00052208,0.020827
0.0005161,0.020201
0.00042694,0.019472
0.00023251,0.018733
3.2465e-06,0.018015
-0.00016342,0.017227
-0.0002363,0.016288
-0.00027581,0.015274
-0.00036795,0.014395
-0.00053675,0.013801
-0.000723,0.013429
-0.0008452,0.013074
-0.00087807,0.012589
-0.00087356,0.012008
-0.00090976,0.011454
-0.0010191,0.01097
-0.0011614,0.010479
-0.0012623,0.0098905
-0.0012794,0.0092068
-0.0012385,0.0085047
-0.001208,0.0078352
-0.0012355,0.0071849
-0.0013062,0.0065353
-0.0013609,0.0059171
-0.0013563,0.0053647
-0.0013072,0.0048362
-0.0012666,0.0042291
-0.0012697,0.0035004
-0.0013022,0.0027584
-0.0013237,0.0021914
-0.0013135,0.0018782
-0.0012842,0.0016908
-0.0012549,0.001404
-0.001226,0.00089851
-0.0011881,0.00025853
-0.0011465,-0.00032366
-0.0011212,-0.0007244
-0.0011197,-0.00096794
-0.0011198,-0.0011687
-0.0010924,-0.0014235
-0.0010384,-0.0017498
-0.00099136,-0.002088
-0.00098081,-0.0023329
-0.0010004,-0.0023988
-0.0010176,-0.0023035
-0.0010094,-0.0021955
-0.00097922,-0.002276
-0.00093952,-0.0026429
-0.00088943,-0.0031984
-0.00081899,-0.003735
-0.00072945,-0.0041189
-0.00063828,-0.0043936
-0.00056261,-0.0047115
-0.00050704,-0.0051784
-0.00047514,-0.00577
-0.00048561,-0.0063719
-0.00056008,-0.0068733
-0.00068728,-0.0072388
-0.00081107,-0.0075278
-0.00087296,-0.00787
-0.00087345,-0.0083894
-0.00087987,-0.0090768
-0.00095715,-0.0097214
-0.0010894,-0.010039
-0.0011843,-0.0099429
-0.0011674,-0.0096954
-0.0010691,-0.0097171
-0.0010048,-0.010183
-0.0010591,-0.010821
-0.0011961,-0.011176
-0.001293,-0.011077
-0.0012624,-0.010817
-0.0011352,-0.010826
-0.0010216,-0.011207
-0.00099625,-0.011655
-0.0010293,-0.011826
-0.0010259,-0.011722
-0.00092526,-0.011668
-0.00075922,-0.011941
-0.00061806,-0.012495
-0.00056629,-0.01303
-0.00058678,-0.013292
-0.00059922,-0.013247
-0.0005336,-0.01305
-0.00039417,-0.012908
-0.00025761,-0.012979
-0.0002027,-0.013301
-0.00023188,-0.01375
-0.00026159,-0.01408
-0.00019948,-0.014097
-3.8803e-05,-0.013823
0.00012708,-0.013485
0.00019246,-0.013314
0.00014495,-0.013376
7.9868e-05,-0.013585
0.00010548,-0.013832
0.00023584,-0.014054
0.00037959,-0.014185
0.00043249,-0.014144
0.00037743,-0.013912
0.00029494,-0.01361
0.00028441,-0.013428
0.00038032,-0.013458
0.00053647,-0.013627
0.00067625,-0.013792
0.00075281,-0.01388
0.00076988,-0.013912
0.00076156,-0.013923
0.00075931,-0.013923
0.00076942,-0.013933
0.00076973,-0.014006
0.00072557,-0.014171
0.00061777,-0.014377
0.00046428,-0.014542
0.00031565,-0.01466
0.00022162,-0.014813
0.00019317,-0.015061
0.00019303,-0.015342
0.00016425,-0.015532
7.398e-05,-0.015593
-6.1419e-05,-0.015611
-0.00018732,-0.015671
-0.00025059,-0.015753
-0.00023992,-0.015774
-0.00019624,-0.015721
-0.00018322,-0.015687
-0.00023527,-0.015758
-0.00032248,-0.015902
-0.00037015,-0.016019
-0.00032495,-0.016078
-0.00020858,-0.016155
-0.00010314,-0.016304
-7.5366e-05,-0.016454
-0.00011168,-0.016456
-0.00013214,-0.016253
-7.2754e-05,-0.015959
4.7019e-05,-0.015755
0.00014159,-0.015736
0.00014451,-0.015866
7.6144e-05,-0.016044
2.6413e-05,-0.016162
6.9287e-05,-0.016121
0.00019043,-0.015868
0.00029584,-0.015479
0.00029555,-0.015174
0.00018934,-0.01515
7.5988e-05,-0.015373
7.031e-05,-0.015582
0.00019618,-0.015553
0.00035515,-0.015335
0.00041026,-0.015163
0.00031515,-0.015141
0.00016343,-0.015114
0.00010213,-0.014899
0.00018915,-0.014581
0.00033867,-0.014475
0.00041259,-0.014754
0.00036303,-0.015216
0.00027667,-0.015496
0.00027686,-0.015479
0.00039084,-0.015386
0.00052239,-0.015459
0.00055189,-0.015638
0.00045214,-0.015658
0.00030239,-0.015416
0.00019819,-0.015136
0.00015929,-0.015112
0.00012612,-0.015378
3.4624e-05,-0.015697
-0.00011599,-0.015864
-0.00026695,-0.01591
-0.0003603,-0.016001
-0.00039008,-0.0162
-0.00039867,-0.01641
-0.00043051,-0.016528
-0.00049242,-0.016559
-0.00055578,-0.016534
-0.0005927,-0.016405
-0.00060581,-0.016087
-0.00062138,-0.015605
-0.0006552,-0.015127
-0.00069101,-0.01481
-0.00069748,-0.014651
-0.00066519,-0.014525
-0.00061902,-0.014358
-0.00058881,-0.014179
-0.00057206,-0.01401
-0.00053558,-0.013765
-0.00045784,-0.013332
-0.0003626,-0.012745
-0.00029961,-0.0122
-0.00028971,-0.011842
-0.00029774,-0.011579
-0.00026681,-0.011176
-0.00017774,-0.010542
-6.9256e-05,-0.0098767
1.2308e-06,-0.0094823
1.2933e-05,-0.0094222
-2.9879e-06,-0.0094237
2.5588e-06,-0.0091396
5.3121e-05,-0.0084895
0.00013417,-0.0077253
0.00021355,-0.0071643
0.00026864,-0.006875
0.00029879,-0.0066392
0.00032148,-0.0061911
0.00035883,-0.0054694
0.00042014,-0.0046536
0.00049011,-0.0039834
0.00053853,-0.0035521
0.00055332,-0.0032651
0.00056583,-0.0029701
0.00063118,-0.0026069
0.00076934,-0.0022319
0.0009264,-0.0019115
0.0010107,-0.0016175
0.00098052,-0.0012487
0.00089154,-0.00075231
0.00084257,-0.00020672
0.00086911,0.00023452
0.00090133,0.00048861
0.00084065,0.0006279
0.00067516,0.00081004
0.00050394,0.0011265
0.00043784,0.0015307
0.00048246,0.0019088
0.00053112,0.0021933
0.00047636,0.0024009
0.00032127,0.0025839
0.00017604,0.0027821
0.00014865,0.0030356
0.00024375,0.003408
0.0003653,0.003944
0.00041015,0.0045951
0.00035832,0.0052289
0.00028084,0.0057464
0.00026859,0.0061803
0.00035213,0.0066409
0.00048128,0.007164
0.000576,0.0076541
0.00059959,0.0080148
0.00058907,0.0083067
0.00061698,0.0087198
0.00072094,0.0093686
0.00086657,0.010142
0.00097771,0.010797
0.0010048,0.011202
0.00096739,0.011459
0.00093476,0.01177
0.00096627,0.012204
0.0010659,0.012654
0.001184,0.013012
0.0012583,0.013335
0.0012583,0.013788
0.0012049,0.014421
0.0011532,0.015066
0.0011547,0.01551
0.0012193,0.015767
0.001307,0.016112
0.0013578,0.016803
0.0013412,0.017795
0.0012829,0.018764
0.0012449,0.019429
0.0012749,0.0198
0.0013687,0.020097
0.0014768,0.020438
0.0015467,0.020709
0.0015604,0.020763
0.001541,0.020693
0.0015272,0.020821
0.0015381,0.02137
0.0015534,0.022186
0.0015236,0.022846
0.0014086,0.023042
0.0012186,0.02287
0.0010212,0.022715
0.00089646,0.022883
0.00086592,0.023338
0.00086401,0.023783
0.00078964,0.023957
0.00060274,0.023855
0.00037242,0.023703
0.00021933,0.023749
0.00020028,0.024066
0.00025019,0.024525
0.00024566,0.024941
0.00012848,0.025252
-3.8408e-05,0.025554
-0.00013814,0.025983
-0.00011701,0.026551
-3.1795e-05,0.027109
1.4156e-05,0.027472
-2.7206e-05,0.027598
-0.00011237,0.027627
-0.00016155,0.027761
-0.00014045,0.028088
-8.9117e-05,0.028515
-7.8326e-05,0.028873
-0.00013958,0.029082
-0.00023199,0.029224
-0.00027528,0.029456
-0.00022314,0.029845
-0.00011363,0.030294
-4.4163e-05,0.030633
-8.3198e-05,0.030782
-0.00019866,0.030814
-0.00028088,0.030851
-0.00024857,0.030911
-0.00013386,0.03086
-5.4011e-05,0.030539
-9.3743e-05,0.029907
-0.00021981,0.029075
-0.00031767,0.028221
-0.00030865,0.027494
-0.00022195,0.026981
-0.00015102,0.026688
-0.0001501,0.02652
-0.00018323,0.026268
-0.00017181,0.025717
-8.1346e-05,0.024795
4.4542e-05,0.023655
0.00013007,0.022563
0.00013908,0.021704
0.00010137,0.021097
7.3981e-05,0.020656
7.9947e-05,0.020282
8.3702e-05,0.01987
2.5308e-05,0.0193
-0.00011961,0.018504
-0.00031165,0.017578
-0.00048007,0.016746
-0.00058582,0.016145
-0.00065241,0.015649
-0.00073287,0.014977
-0.00084901,0.014004
-0.00096863,0.01293
-0.0010454,0.012081
-0.0010748,0.011566
-0.001101,0.011186
-0.0011651,0.010676
-0.0012547,0.0099841
