ch1voltsWL1,ch5voltsWL1,ch1voltsWL2,ch5voltsWL2
0.23839,0.16019,0.67035,0.17044
0.23841,0.16017,0.67045,0.17106
0.23842,0.16043,0.67057,0.17187
0.23844,0.16087,0.67062,0.17246
0.23844,0.16122,0.67059,0.17272
0.23844,0.16129,0.67047,0.17282
0.23843,0.16115,0.67034,0.17292
0.23841,0.16102,0.67021,0.173
0.23838,0.16103,0.67011,0.17293
0.23835,0.16118,0.67003,0.17269
0.23832,0.16138,0.66995,0.17241
0.2383,0.16155,0.66985,0.17221
0.23829,0.16157,0.66973,0.17205
0.23827,0.16143,0.66959,0.17179
0.23822,0.16122,0.66946,0.17138
0.23817,0.16106,0.66939,0.17102
0.23816,0.161,0.66936,0.17094
0.2382,0.16091,0.66937,0.17119
0.23823,0.16064,0.66937,0.17149
0.23822,0.16025,0.66937,0.17149
0.23816,0.15992,0.66938,0.17112
0.23811,0.1598,0.66941,0.17066
0.23808,0.15985,0.66943,0.17047
0.23808,0.1599,0.66942,0.17064
0.23805,0.15983,0.66942,0.17088
0.23799,0.15966,0.66944,0.1709
0.23793,0.15942,0.66954,0.17071
0.2379,0.15917,0.66968,0.17061
0.2379,0.15901,0.66985,0.17076
0.23788,0.15903,0.67001,0.171
0.23783,0.15922,0.67017,0.171
0.23777,0.15936,0.67035,0.17068
0.23774,0.1592,0.67056,0.17029
0.23774,0.15871,0.67076,0.17018
0.23773,0.15816,0.6709,0.17036
0.23769,0.15789,0.671,0.17054
0.23764,0.15799,0.67108,0.17049
0.23759,0.15834,0.67116,0.1703
0.23756,0.15872,0.67124,0.17027
0.23754,0.15904,0.67127,0.17057
0.2375,0.15924,0.67124,0.17111
0.23744,0.15919,0.67118,0.17163
0.2374,0.1588,0.67112,0.17193
0.23738,0.15823,0.67109,0.17193
0.23737,0.15778,0.67102,0.17159
0.23734,0.15757,0.67087,0.17096
0.23728,0.15739,0.6706,0.17019
0.23723,0.15693,0.67027,0.16953
0.23721,0.15621,0.66996,0.16909
0.23723,0.15562,0.66973,0.16877
0.23724,0.15537,0.66959,0.16838
0.23722,0.15525,0.66951,0.16786
0.23717,0.15485,0.66949,0.16737
0.23713,0.15411,0.66951,0.16709
0.23712,0.15346,0.66955,0.16701
0.23712,0.15338,0.66957,0.16702
0.23709,0.15378,0.66955,0.16702
0.23702,0.15413,0.66949,0.1671
0.23694,0.15402,0.66943,0.16734
0.2369,0.15365,0.66941,0.16769
0.23687,0.15356,0.66944,0.16801
0.23684,0.15394,0.66947,0.16822
0.23678,0.15443,0.66948,0.16838
0.23672,0.15458,0.66947,0.16856
0.23671,0.1544,0.66946,0.16875
0.23673,0.15434,0.66944,0.16885
0.23676,0.15472,0.66942,0.16889
0.23677,0.15537,0.66938,0.16899
0.23677,0.15584,0.66935,0.16925
0.23678,0.15593,0.66933,0.16956
0.23682,0.15584,0.66932,0.16967
0.23686,0.15582,0.66933,0.16949
0.23688,0.1559,0.66936,0.16922
0.23687,0.15589,0.66947,0.16918
0.23687,0.15572,0.66968,0.16952
0.23689,0.15553,0.66993,0.17003
0.23691,0.15546,0.67016,0.17039
0.23694,0.15546,0.67028,0.17046
0.23695,0.15536,0.67029,0.17039
0.23697,0.15513,0.67025,0.17036
0.23699,0.15491,0.67022,0.1704
0.23702,0.15489,0.67026,0.17037
0.23704,0.15503,0.67038,0.17023
0.23704,0.15516,0.67054,0.17008
0.23701,0.15511,0.67071,0.17004
0.23697,0.15488,0.67081,0.17001
0.23693,0.15456,0.67081,0.16978
0.23691,0.15415,0.67074,0.16924
0.23692,0.15359,0.67066,0.16858
0.23693,0.1529,0.67063,0.16807
0.23694,0.15219,0.67068,0.16777
0.23693,0.1516,0.67077,0.16744
0.23688,0.15114,0.67085,0.16693
0.23682,0.15076,0.67088,0.16635
0.23676,0.15049,0.67084,0.16608
0.23673,0.1504,0.67075,0.16623
0.23672,0.15051,0.67064,0.1665
0.2367,0.15065,0.67053,0.16644
0.23668,0.15057,0.67045,0.16592
0.23668,0.15014,0.67041,0.16524
0.23669,0.14948,0.6704,0.1648
0.23671,0.14885,0.67038,0.16475
0.23671,0.14846,0.67036,0.16488
0.23668,0.14836,0.67036,0.16499
0.23664,0.14852,0.67041,0.1651
0.23662,0.14886,0.67052,0.16525
0.23662,0.1492,0.67066,0.16541
0.23662,0.14927,0.67079,0.16541
0.23662,0.14896,0.67088,0.16523
0.23664,0.14848,0.67094,0.16508
0.23667,0.14828,0.67101,0.1652
0.23671,0.14858,0.67108,0.16553
0.23672,0.14908,0.67114,0.16583
0.23671,0.14927,0.67116,0.16589
0.2367,0.14896,0.67115,0.16579
0.23673,0.14855,0.67116,0.16573
0.23679,0.14852,0.67122,0.16575
0.23684,0.14898,0.67132,0.1657
0.23688,0.14954,0.67144,0.16555
0.2369,0.14979,0.67151,0.16549
0.23693,0.14959,0.67154,0.16572
0.23697,0.14917,0.67152,0.16614
0.23701,0.14875,0.67152,0.16634
0.23706,0.14844,0.67155,0.16602
0.2371,0.14825,0.67162,0.16541
0.23716,0.14814,0.67172,0.16502
0.2372,0.14803,0.67178,0.16512
0.23722,0.1478,0.67179,0.16545
0.2372,0.14738,0.67172,0.1655
0.23716,0.14689,0.67158,0.16507
0.23715,0.14664,0.67142,0.16446
0.23717,0.14682,0.67127,0.1641
0.23722,0.14733,0.67113,0.16409
0.23723,0.14776,0.67103,0.16418
0.23721,0.14776,0.67098,0.16415
0.23718,0.14735,0.67101,0.16405
0.23717,0.1469,0.67109,0.16408
0.23718,0.14677,0.6712,0.16429
0.2372,0.14698,0.67128,0.1645
0.23721,0.14726,0.67132,0.16446
0.23722,0.14738,0.67135,0.16416
0.23725,0.14735,0.67137,0.16379
0.23728,0.14735,0.6714,0.16357
0.23729,0.14744,0.6714,0.16355
0.23728,0.1475,0.67138,0.16363
0.23727,0.14734,0.67137,0.16367
0.2373,0.14695,0.67141,0.16362
0.23736,0.14655,0.6715,0.16351
0.2374,0.14645,0.67157,0.16352
0.23741,0.14674,0.67158,0.16377
0.23738,0.14728,0.67156,0.16425
0.23738,0.14781,0.67157,0.16476
0.23742,0.1482,0.67165,0.16509
0.23747,0.14849,0.67177,0.16519
0.2375,0.14874,0.67184,0.16524
0.23751,0.14891,0.67187,0.16542
0.23753,0.14887,0.67189,0.16574
0.23758,0.14858,0.67196,0.16601
0.23764,0.1482,0.67208,0.16604
0.23769,0.14793,0.67217,0.16588
0.23772,0.14789,0.67215,0.16571
0.23774,0.14811,0.67204,0.16573
0.23777,0.14853,0.67193,0.16596
0.23781,0.14896,0.67192,0.16627
0.23785,0.1491,0.67204,0.16649
0.23787,0.14874,0.67225,0.16651
0.23789,0.14801,0.67248,0.1663
0.23793,0.1473,0.67266,0.16586
0.23797,0.14697,0.67273,0.16531
0.23798,0.14696,0.67268,0.16476
0.23794,0.14697,0.67252,0.1643
0.2379,0.14683,0.67229,0.16397
0.23789,0.14672,0.67206,0.16375
0.23791,0.14683,0.67186,0.16364
0.23793,0.14711,0.67173,0.16367
0.23791,0.1472,0.67166,0.16379
0.23789,0.14695,0.67164,0.16388
0.23791,0.14661,0.67164,0.16388
0.23796,0.1466,0.67163,0.16391
0.238,0.14706,0.6716,0.16412
0.238,0.14768,0.67153,0.16446
0.23797,0.14804,0.67146,0.16466
0.23795,0.14793,0.67143,0.16449
0.23798,0.14757,0.67145,0.164
0.23805,0.14736,0.67152,0.1636
0.2381,0.14752,0.67162,0.16365
0.2381,0.14791,0.67174,0.16415
0.23807,0.14819,0.67186,0.16474
0.23807,0.14818,0.67195,0.16509
0.23812,0.14798,0.67199,0.16518
0.23819,0.14792,0.67201,0.16522
0.23822,0.14816,0.67206,0.16537
0.23821,0.14857,0.67217,0.16555
0.23818,0.14882,0.67232,0.16563
0.23817,0.14873,0.67241,0.16564
0.2382,0.14845,0.67239,0.16577
0.23825,0.14837,0.67226,0.16603
0.23829,0.14869,0.67211,0.16624
0.23833,0.14916,0.67202,0.16613
0.23836,0.14933,0.67202,0.16572
0.2384,0.149,0.67209,0.16535
0.23843,0.14848,0.67218,0.16534
0.23845,0.14828,0.67227,0.16571
0.23847,0.14854,0.6724,0.16611
0.23851,0.1489,0.67255,0.16624
0.23855,0.14891,0.67271,0.1661
0.23859,0.14853,0.67281,0.16593
0.23862,0.14814,0.67283,0.16592
0.23863,0.14805,0.67279,0.166
0.23863,0.14822,0.67272,0.16597
0.23863,0.14834,0.67263,0.16572
0.23861,0.14828,0.67251,0.16539
0.23861,0.14814,0.67236,0.16521
0.23863,0.14802,0.67219,0.16525
0.23865,0.14793,0.67203,0.16537
0.23865,0.14787,0.6719,0.1654
0.23862,0.14793,0.6718,0.16524
0.2386,0.14813,0.67173,0.16497
0.2386,0.14831,0.67167,0.16468
0.23864,0.14822,0.67159,0.16444
0.23868,0.14791,0.6715,0.16428
0.23866,0.14778,0.67141,0.16424
0.23859,0.1482,0.67137,0.16442
0.23852,0.14907,0.67139,0.16486
0.23852,0.14993,0.67147,0.16548
0.23858,0.15039,0.67155,0.16609
0.23864,0.15051,0.67161,0.1665
0.23867,0.15063,0.67165,0.16671
0.23866,0.15092,0.67171,0.16685
0.23867,0.15131,0.67181,0.16711
0.2387,0.15163,0.67191,0.16752
0.23877,0.15186,0.67197,0.16793
0.23882,0.15203,0.67198,0.16818
0.23886,0.15213,0.67196,0.1682
0.23889,0.15215,0.67195,0.16813
0.23892,0.15219,0.67194,0.16816
0.23893,0.15242,0.67192,0.16839
0.23893,0.15293,0.67189,0.16879
0.23892,0.15361,0.6719,0.16922
0.23895,0.15431,0.67196,0.16957
0.23902,0.15491,0.67206,0.1698
0.23911,0.15527,0.67213,0.16991
0.23915,0.1553,0.67213,0.16994
0.23914,0.15508,0.67209,0.16996
0.23912,0.15488,0.67208,0.17
0.23914,0.15497,0.67216,0.17003
0.2392,0.15528,0.67227,0.16999
0.23926,0.15544,0.6723,0.16984
0.23925,0.15525,0.6722,0.16962
0.23921,0.15495,0.67199,0.16948
0.23918,0.15494,0.67176,0.16949
0.2392,0.15526,0.67155,0.16966
0.23921,0.15548,0.67136,0.16989
0.23918,0.15533,0.67117,0.1701
0.23913,0.15504,0.67099,0.17027
0.23911,0.15513,0.67087,0.1704
0.23915,0.15575,0.67083,0.17045
0.23919,0.15645,0.67083,0.17037
0.23918,0.15672,0.67082,0.17019
0.23912,0.15659,0.67078,0.17002
0.23907,0.15654,0.67076,0.16999
0.23907,0.15686,0.67076,0.17015
0.23911,0.15729,0.67079,0.1704
0.23912,0.1574,0.6708,0.17062
0.2391,0.15718,0.67078,0.17079
0.23909,0.15708,0.67072,0.17098
0.23909,0.15747,0.67068,0.1713
0.23909,0.15819,0.67068,0.17172
0.23908,0.15874,0.67073,0.17214
0.23905,0.15888,0.67079,0.17244
0.23906,0.1589,0.67081,0.17264
0.23911,0.15919,0.67078,0.17281
0.23917,0.1597,0.6707,0.17296
0.23919,0.16008,0.67064,0.17301
0.23917,0.16012,0.67063,0.17291
0.23915,0.16005,0.67066,0.17276
0.23915,0.16015,0.6707,0.17276
0.23917,0.16032,0.67072,0.17303
0.23919,0.16028,0.67073,0.17348
0.2392,0.16005,0.67076,0.17388
0.23921,0.16008,0.67082,0.17412
0.23924,0.1607,0.67089,0.17428
0.23928,0.16154,0.67094,0.17455
0.2393,0.16194,0.67097,0.17492
0.23929,0.16166,0.67101,0.1752
0.23929,0.16122,0.67108,0.17523
0.2393,0.16126,0.67119,0.17507
0.23932,0.1618,0.67124,0.17491
0.23933,0.16232,0.67119,0.17483
0.2393,0.16244,0.67101,0.17473
0.23926,0.16225,0.67075,0.1745
0.23925,0.16211,0.67047,0.17419
0.23928,0.16212,0.67022,0.17397
0.23932,0.16214,0.67003,0.17393
0.23932,0.1621,0.66989,0.17399
0.23927,0.16212,0.66982,0.17401
0.2392,0.1623,0.6698,0.17397
0.23917,0.16252,0.66979,0.17397
0.23917,0.16256,0.66973,0.17412
0.23917,0.16243,0.66962,0.1744
0.23914,0.16245,0.6695,0.17468
0.2391,0.16287,0.66947,0.17483
0.23908,0.16358,0.66953,0.17486
0.23909,0.16417,0.66963,0.17481
0.23908,0.16436,0.66965,0.17476
0.23904,0.16427,0.66956,0.17475
0.239,0.1642,0.66942,0.17476
0.239,0.16426,0.66933,0.17478
0.23901,0.16429,0.66933,0.17485
0.239,0.16412,0.66938,0.17497
0.23896,0.16388,0.66943,0.17512
0.2389,0.16386,0.66943,0.17518
0.23888,0.16416,0.66939,0.17506
0.23891,0.16455,0.66936,0.17475
0.23895,0.16469,0.66933,0.17444
0.23895,0.16451,0.66931,0.17436
0.23893,0.16427,0.66927,0.17459
0.23893,0.16427,0.66921,0.17499
0.23896,0.16458,0.66914,0.17534
0.23899,0.165,0.66908,0.17559
0.23901,0.16526,0.66906,0.17581
0.23901,0.16531,0.66908,0.17606
0.23903,0.16536,0.66913,0.17624
0.23906,0.16563,0.66916,0.17627
0.23909,0.16612,0.66914,0.17624
0.23908,0.1665,0.66909,0.17642
0.23905,0.16649,0.66908,0.17691
0.23905,0.16617,0.66914,0.17748
0.23907,0.16592,0.66926,0.17768
0.23909,0.16599,0.66934,0.17729
0.23907,0.16618,0.66931,0.17661
0.23903,0.16618,0.66921,0.17616
0.23898,0.16595,0.66911,0.17619
0.23896,0.16585,0.66905,0.17649
0.23896,0.16617,0.66902,0.17667
0.23895,0.16669,0.66895,0.17659
0.23894,0.16695,0.6688,0.17648
0.23891,0.16675,0.66861,0.17661
0.23887,0.16643,0.66843,0.17693
0.23883,0.16638,0.66829,0.1771
0.23879,0.16661,0.66817,0.17686
0.23877,0.16676,0.66805,0.17626
0.23875,0.1666,0.66793,0.17564
0.23873,0.16628,0.66785,0.17534
0.2387,0.16611,0.66785,0.17546
0.23864,0.16614,0.6679,0.17581
0.23859,0.16608,0.66798,0.17615
0.23855,0.16568,0.66809,0.1763
0.23854,0.1651,0.66823,0.17623
0.23854,0.16468,0.66842,0.17606
0.23853,0.1646,0.66861,0.17591
0.2385,0.16468,0.66875,0.17583
0.23847,0.16465,0.66883,0.17577
0.23846,0.16454,0.66888,0.1757
0.23847,0.16458,0.66895,0.17563
0.23849,0.16485,0.66903,0.1756
0.23847,0.16505,0.66907,0.17563
0.2384,0.16476,0.66904,0.1757
0.23831,0.16397,0.66898,0.17573
0.23825,0.16315,0.66895,0.17569
0.23824,0.16281,0.66897,0.17558
0.23825,0.16301,0.66902,0.17545
0.23823,0.16337,0.66903,0.17538
0.23818,0.16346,0.66901,0.17548
0.23813,0.16329,0.66898,0.17579
0.23811,0.16314,0.66902,0.17621
0.23812,0.16318,0.66912,0.17647
0.23811,0.16322,0.66925,0.17634
0.23808,0.16296,0.66937,0.17576
0.23804,0.16237,0.66943,0.17501
0.23802,0.16175,0.66943,0.17444
0.23802,0.16135,0.66939,0.17425
0.238,0.16113,0.66933,0.17431
0.23795,0.16091,0.6693,0.17435
0.2379,0.16069,0.66931,0.1742
0.23786,0.16066,0.66935,0.17394
0.23783,0.16089,0.66939,0.17377
0.23779,0.16109,0.6694,0.17377
0.23775,0.16088,0.66936,0.17383
0.23771,0.16024,0.66931,0.17374
0.23769,0.15962,0.66925,0.17345
0.23767,0.15947,0.66918,0.17308
0.23763,0.15971,0.66907,0.17278
0.23757,0.15979,0.66894,0.17258
0.23754,0.1593,0.66884,0.17233
0.23754,0.15846,0.66879,0.17191
0.23754,0.15777,0.66879,0.17137
0.23752,0.15748,0.66882,0.17094
0.23748,0.15741,0.66885,0.17086
0.23745,0.15726,0.6689,0.17114
0.23744,0.15706,0.66896,0.17157
0.23744,0.15698,0.66904,0.17188
0.23741,0.15701,0.66911,0.17195
0.23739,0.15694,0.66916,0.17189
0.23739,0.15674,0.6692,0.17188
0.23743,0.15667,0.66928,0.17197
0.23744,0.15688,0.66937,0.17202
0.23742,0.15706,0.66944,0.17188
0.23737,0.15673,0.66946,0.17158
0.23734,0.15594,0.66944,0.17138
0.23736,0.15533,0.66944,0.17147
0.23741,0.15549,0.66949,0.17176
0.23743,0.15622,0.66958,0.17189
0.23741,0.1568,0.66965,0.17159
0.23738,0.15672,0.66967,0.17097
0.23739,0.15616,0.66967,0.17051
0.23742,0.15562,0.66973,0.17055
0.23746,0.15536,0.66987,0.171
0.23747,0.15523,0.67008,0.1714
0.23745,0.15508,0.6703,0.17141
0.23742,0.15498,0.67046,0.17112
0.23741,0.15501,0.67052,0.17092
0.23741,0.15506,0.67048,0.17101
0.23738,0.1549,0.67037,0.17115
0.23735,0.15452,0.67024,0.17097
0.23733,0.1541,0.67013,0.17038
0.23735,0.15379,0.67002,0.1697
0.23737,0.15351,0.66988,0.16936
0.23735,0.15315,0.66972,0.16941
0.23731,0.15279,0.66958,0.16951
0.23727,0.15266,0.66951,0.1693
0.23727,0.15281,0.66951,0.16872
0.2373,0.15294,0.66954,0.16807
0.23732,0.15266,0.66954,0.16763
0.2373,0.15195,0.66951,0.16745
0.23726,0.15126,0.66951,0.16741
0.23725,0.15103,0.66956,0.16738
0.23726,0.15126,0.66966,0.16738
0.23727,0.15154,0.66977,0.16744
0.23727,0.15152,0.66988,0.16756
0.23726,0.15127,0.66999,0.1677
0.23727,0.15112,0.67012,0.16782
0.23729,0.1512,0.67024,0.16789
0.23728,0.15131,0.6703,0.16788
0.23725,0.15123,0.67028,0.16777
0.23721,0.15105,0.67024,0.16766
0.23721,0.15102,0.67023,0.1677
0.23724,0.15124,0.67025,0.16795
0.23727,0.15154,0.67026,0.16823
0.23728,0.15169,0.67025,0.16829
0.23729,0.15175,0.67025,0.16804
0.23732,0.1519,0.67032,0.16764
0.23739,0.15215,0.67045,0.16738
0.23744,0.15227,0.6706,0.16739
0.23745,0.15203,0.67069,0.16763
0.23745,0.15154,0.67076,0.16799
0.23747,0.15113,0.67084,0.1684
0.23752,0.15105,0.67096,0.16881
0.23758,0.15129,0.6711,0.16913
0.2376,0.15165,0.67123,0.16928
0.23759,0.15189,0.67133,0.16931
0.23758,0.15181,0.6714,0.1693
0.23759,0.1514,0.67143,0.16926
0.23761,0.15086,0.67139,0.16909
0.23761,0.15052,0.67126,0.16868
0.23758,0.15057,0.67107,0.16812
0.23755,0.15085,0.67088,0.1676
0.23756,0.15102,0.67074,0.16721
0.23759,0.15086,0.67065,0.16686
0.23763,0.15041,0.67058,0.16647
0.23763,0.14993,0.67052,0.16615
0.23759,0.14968,0.67047,0.16607
0.23756,0.14977,0.67044,0.16623
0.23757,0.15008,0.67042,0.16641
0.23762,0.15028,0.6704,0.16637
0.23765,0.1501,0.67036,0.16616
0.23766,0.1496,0.67034,0.16599
0.23763,0.1492,0.67034,0.16602
0.23761,0.14928,0.67039,0.1662
0.2376,0.14978,0.67047,0.16637
0.23759,0.15029,0.67056,0.16652
0.23757,0.15051,0.67064,0.16675
0.23755,0.15058,0.6707,0.1671
0.23757,0.15078,0.67073,0.16747
0.23762,0.15114,0.67071,0.16775
0.23767,0.15148,0.67065,0.168
0.23769,0.15168,0.67057,0.16832
0.2377,0.15191,0.67051,0.16871
0.23772,0.15229,0.67049,0.16897
0.23777,0.15267,0.6705,0.16894
0.23781,0.15281,0.67049,0.16875
0.23784,0.15272,0.67045,0.16876
0.23787,0.15277,0.67042,0.16924
0.23792,0.15321,0.67045,0.17004
0.23799,0.15391,0.67056,0.17076
0.23804,0.15448,0.67068,0.17109
0.23807,0.15471,0.67073,0.17112
0.23811,0.15479,0.6707,0.1712
0.23819,0.15498,0.6707,0.17159
0.23829,0.15533,0.67078,0.17216
0.23835,0.15558,0.67091,0.17255
0.23833,0.15551,0.67095,0.1725
0.23829,0.15514,0.67084,0.1721
0.23828,0.15474,0.67066,0.17167
0.23833,0.15451,0.67054,0.17148
0.23837,0.15443,0.6705,0.17152
0.23838,0.15434,0.67043,0.17157
0.23839,0.15417,0.67024,0.17146
0.23841,0.15405,0.67004,0.17122
0.23844,0.15412,0.66999,0.17104
0.23842,0.15436,0.67009,0.17104
0.23836,0.15462,0.67014,0.17118
0.23838,0.15478,0.66999,0.17131
0.23852,0.15482,0.66976,0.17137
0.23863,0.15481,0.66976,0.1714
0.23856,0.1548,0.67006,0.17142
0.23839,0.15474,0.67033,0.1714
0.23841,0.15461,0.67024,0.17129
0.23867,0.15441,0.66995,0.17113
0.23882,0.15421,0.67001,0.17104
0.23854,0.15408,0.67064,0.17111
0.2381,0.1541,0.67125,0.17123
0.2383,0.15433,0.67091,0.17127
0.23947,0.15473,0.66948,0.17127
0.2408,0.15511,0.66805,0.17141
0.24099,0.15521,0.66795,0.17177
0.23977,0.15488,0.66938,0.17213
0.2383,0.15427,0.6711,0.17211
0.23801,0.15377,0.67166,0.17156
0.23904,0.15378,0.67083,0.17078
0.24015,0.15428,0.66979,0.17027
0.24015,0.15482,0.66974,0.1703
0.23915,0.1549,0.67076,0.17072
0.23823,0.15444,0.67192,0.17115
0.2381,0.15392,0.67237,0.1714
0.23851,0.15375,0.6722,0.17155
0.23875,0.1539,0.67206,0.1717
0.23859,0.15395,0.67232,0.17185
0.23832,0.15372,0.67276,0.17188
0.2383,0.15343,0.673,0.17179
0.23848,0.15341,0.67297,0.17164
0.2386,0.15357,0.6729,0.17147
0.23856,0.1535,0.67295,0.17116
0.23847,0.15294,0.673,0.17061
0.23848,0.15211,0.67285,0.16987
0.23856,0.15143,0.67252,0.16921
0.23861,0.15108,0.6722,0.1688
0.23857,0.15094,0.67199,0.16851
0.23853,0.15077,0.67184,0.1681
0.23854,0.15053,0.67162,0.16746
0.23859,0.15031,0.67133,0.16677
0.23861,0.1502,0.67111,0.16631
0.23858,0.15013,0.67103,0.16618
0.23855,0.15001,0.67105,0.16625
0.23854,0.14984,0.67107,0.16632
0.23856,0.14979,0.67106,0.16635
0.23855,0.15007,0.67106,0.16638
0.23851,0.15067,0.67113,0.16644
0.23845,0.15133,0.67124,0.16654
0.23842,0.1517,0.67134,0.16674
0.23842,0.15171,0.6714,0.16715
0.23844,0.15162,0.67145,0.16773
0.23845,0.1518,0.67152,0.16824
0.23846,0.15227,0.6716,0.16838
0.23846,0.15275,0.67165,0.16811
0.23849,0.15293,0.67165,0.16775
0.23852,0.15286,0.67163,0.16767
0.23856,0.15286,0.67163,0.16804
0.23858,0.15312,0.67163,0.16869
0.23859,0.15351,0.67164,0.16932
0.23863,0.15371,0.67166,0.16969
0.23868,0.15368,0.67168,0.16978
0.23872,0.15366,0.67171,0.16971
0.23875,0.15391,0.67178,0.16968
0.23874,0.15437,0.67187,0.16985
0.23873,0.15475,0.67198,0.17023
0.23873,0.15488,0.67209,0.17063
0.23875,0.15482,0.67216,0.1708
0.23878,0.15475,0.6722,0.17067
0.23881,0.15473,0.67222,0.17042
0.23885,0.15466,0.67225,0.1703
0.23888,0.1545,0.67228,0.17037
0.23889,0.15436,0.67226,0.17041
0.23889,0.15431,0.67215,0.17018
0.23887,0.15431,0.67196,0.16968
0.23886,0.15424,0.67172,0.16919
0.23887,0.15409,0.67148,0.16896
0.23889,0.15391,0.67127,0.16892
0.23888,0.15371,0.6711,0.16881
0.23884,0.15335,0.67096,0.16845
0.23877,0.15286,0.67085,0.16798
0.23872,0.1525,0.67079,0.16774
0.23869,0.15263,0.67076,0.16784
0.23867,0.15326,0.67076,0.16809
0.23863,0.15396,0.67078,0.16817
0.23857,0.15426,0.67082,0.16799
0.23852,0.15412,0.67086,0.16777
0.23851,0.1539,0.67086,0.16778
0.23851,0.15397,0.67082,0.16803
0.2385,0.15437,0.67075,0.16826
0.23845,0.15485,0.67068,0.16826
0.23839,0.15515,0.67062,0.16808
0.23834,0.15525,0.67057,0.16796
0.23832,0.15527,0.67052,0.16812
0.23831,0.15542,0.67048,0.16855
0.23829,0.15586,0.67046,0.16913
0.23828,0.15655,0.67043,0.1697
0.23829,0.15723,0.67036,0.17018
0.23833,0.15763,0.67026,0.17048
0.23836,0.15774,0.67016,0.17065
0.23836,0.15787,0.6701,0.17079
0.23834,0.15818,0.67009,0.17102
0.23835,0.15848,0.67009,0.17133
0.2384,0.15848,0.67007,0.17159
0.23848,0.15822,0.67004,0.17168
0.23853,0.15811,0.67004,0.1716
0.23853,0.15842,0.67007,0.17151
0.23852,0.15893,0.6701,0.17152
0.23854,0.15917,0.67009,0.17164
0.2386,0.15904,0.67007,0.17183
0.23866,0.15891,0.67009,0.1721
0.23871,0.15913,0.67018,0.1724
0.23871,0.15954,0.6703,0.17259
0.2387,0.1597,0.67037,0.17251
0.23868,0.15946,0.67033,0.17217
0.23866,0.15918,0.67021,0.17184
0.23864,0.15923,0.67007,0.17177
0.2386,0.15953,0.66995,0.172
0.23858,0.15968,0.66984,0.17226
0.23855,0.15954,0.66969,0.17231
0.23852,0.15944,0.6695,0.17214
0.23849,0.15972,0.66932,0.17197
0.23846,0.16026,0.66919,0.17198
0.23843,0.16063,0.66912,0.17212
0.23839,0.16064,0.66907,0.17222
0.23836,0.16049,0.669,0.17221
0.23833,0.16045,0.66889,0.17217
0.2383,0.16051,0.66876,0.17216
0.23828,0.16052,0.66866,0.1722
0.23824,0.16049,0.66862,0.17222
0.2382,0.16064,0.66861,0.17225
0.23817,0.1611,0.66865,0.17238
0.23816,0.16169,0.6687,0.17267
0.23814,0.16209,0.66876,0.17302
0.23813,0.16221,0.66879,0.17329
0.2381,0.16219,0.66879,0.17341
0.23807,0.16227,0.66876,0.17347
0.23805,0.16251,0.66872,0.1736
0.23804,0.16289,0.66868,0.17384
0.23805,0.16334,0.66864,0.17412
0.23806,0.16373,0.66858,0.17433
0.23807,0.16393,0.6685,0.17444
0.23806,0.16386,0.66841,0.17449
0.23804,0.16369,0.66836,0.17452
0.23801,0.16371,0.66837,0.17459
0.238,0.164,0.66843,0.1747
0.23802,0.16438,0.66852,0.17487
0.23806,0.16456,0.6686,0.17504
0.2381,0.16448,0.66866,0.1752
0.23812,0.16438,0.6687,0.17538
0.23813,0.16452,0.66876,0.17568
0.23814,0.16486,0.66885,0.17611
0.23814,0.16517,0.66893,0.1765
0.23813,0.16525,0.669,0.17656
0.23812,0.16518,0.66901,0.17616
0.23812,0.16517,0.66894,0.17556
0.23812,0.16531,0.6688,0.17519
0.23811,0.16546,0.66858,0.17535
0.23807,0.1654,0.66834,0.17582
0.23801,0.16515,0.66811,0.1761
0.23797,0.16497,0.66794,0.17586
0.23795,0.1651,0.66781,0.17522
0.23795,0.16547,0.66771,0.17469
0.23792,0.16567,0.66762,0.17461
0.23788,0.16541,0.66755,0.17491
0.23783,0.16484,0.66752,0.17522
0.2378,0.16438,0.66754,0.17521
0.23778,0.16431,0.66759,0.17491
0.23775,0.16453,0.66765,0.17456
0.23771,0.16473,0.66774,0.17446
0.23768,0.16473,0.66785,0.17467
0.23766,0.16456,0.66798,0.17508
0.23763,0.16437,0.6681,0.17549
0.2376,0.16424,0.66822,0.1757
0.23755,0.1642,0.66833,0.17563
0.2375,0.16414,0.66845,0.17528
0.23746,0.16384,0.66855,0.17481
0.23742,0.16322,0.66859,0.1744
0.23739,0.16242,0.66855,0.17418
0.23736,0.16181,0.66845,0.17407
0.23732,0.1616,0.66835,0.17393
0.23728,0.16166,0.66828,0.17363
0.23722,0.16161,0.66826,0.17327
0.23715,0.16125,0.66826,0.173
0.2371,0.16072,0.66828,0.1729
0.23706,0.16025,0.66833,0.17283
0.23702,0.15994,0.66842,0.17262
0.23699,0.15968,0.66853,0.17231
0.23695,0.15945,0.66864,0.17214
0.23694,0.15936,0.66874,0.17234
0.23694,0.15948,0.66884,0.17283
0.23695,0.15967,0.66895,0.17329
0.23695,0.1596,0.66906,0.17338
0.23692,0.15918,0.66918,0.1731
0.23688,0.15858,0.6693,0.17268
0.23684,0.15816,0.66938,0.17236
0.23682,0.1581,0.66938,0.17216
0.2368,0.15827,0.66931,0.17197
0.2368,0.1584,0.66919,0.17175
